"기준_년분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","월_평균_소득_금액","소득_구간_코드","지출_총금액","식료품_지출_총금액","의류_신발_지출_총금액","생활용품_지출_총금액","의료비_지출_총금액","교통_지출_총금액","여가_지출_총금액","문화_지출_총금액","교육_지출_총금액","유흥_지출_총금액"
"20201","A","골목상권","3110673","뜸부기어린이공원","2737830","06","12869042772","3254620508","1556527210","934944123","1628529522","2191047504","498082963","380527309","1891861146","532902487"
"20201","A","골목상권","3110674","강서구청가양동별관","3296974","07","3837389007","1259133684","427567522","259966177","609939199","491363483","121218334","125264918","398256935","144678755"
"20201","A","골목상권","3110675","화곡4동주민센터","2530237","06","14570892899","3656327745","1760209113","1043530235","1822272936","2479266363","537607862","427889344","2231706373","612082928"
"20201","A","골목상권","3110676","등촌역 7번","2864909","06","9190223882","2165127286","1124256358","697247475","1083626836","1585840881","396493762","263707292","1501102808","372821184"
"20201","A","골목상권","3110677","등촌역 1번","3710083","07","9811989175","2378128532","1191984214","699440324","1155063403","1630075227","398529407","277733520","1675098196","405936352"
"20201","A","골목상권","3110678","염창무학아파트","4062557","08","5894562115","1446276311","714461403","410379131","697684426","975917928","226561720","166801009","1007469087","249011100"
"20201","A","골목상권","3110679","염창역 2번","3846866","08","6625023268","1629309679","802483739","469228243","795310236","1107989662","256296456","189077847","1097601974","277725432"
"20201","A","골목상권","3110680","온수역 5번(온수산업단지)","3081729","07","3510371937","910579781","424306293","253282030","456442788","574970704","141306826","102216604","504012000","143254911"
"20201","A","골목상권","3110681","온수역 1번","2626569","06","2426323608","676937717","285732420","174951809","338998319","370360968","96699651","73358262","316780891","92503571"
"20201","A","골목상권","3110682","온수역 8번","2653464","06","3568241888","946913347","424849846","258922532","473947437","564959204","143592930","105432738","508965303","140658551"
"20201","A","골목상권","3110683","오류고등학교","2442722","06","3801633716","1023207278","452613466","272194695","516090167","601508142","147810809","112679116","523002065","152527978"
"20201","A","골목상권","3110684","서울공연예술고등학교","2478739","06","4306564122","1155241428","513534637","309060896","582931071","686278804","167075003","127422916","591339688","173679679"
"20201","A","골목상권","3110685","금강수목원아파트","2957214","06","2354561937","666702062","279417575","168181838","331320849","359679583","90144849","70877141","294130178","94107862"
"20201","A","골목상권","3110686","수궁동주민센터","2486404","06","9424080257","2595399655","1118710864","672359826","1302837831","1486374735","351124619","283276332","1233160493","380835902"
"20201","A","골목상권","3110687","천왕역 3번(오류2동주민센터, 서울오류남초등학교)","3043510","07","3372672974","924888889","397734913","240067842","459359784","532814108","123505107","100919904","458285311","135097116"
"20201","A","골목상권","3110688","오류지구대","2570323","06","8104280587","2164575512","966894869","597056014","1088758096","1300321289","318755900","241171135","1102596723","324151049"
"20201","A","골목상권","3110689","오류동역 3번","2588548","06","11160542067","2992230161","1330938013","822915997","1499174053","1785109965","445530049","331736605","1510832193","442075031"
"20201","A","골목상권","3110690","오류2동버들시장","2654338","06","11401454143","3053872469","1357978160","844562745","1530244773","1829673690","450194010","340070443","1541281482","453576371"
"20201","A","골목상권","3110691","개봉중학교","2681574","06","7541492615","2159516034","877882781","516333021","1066135563","1158988640","256150380","229131546","974616162","302738488"
"20201","A","골목상권","3110692","큰굴다리","2755588","06","8251798350","2274224649","976990035","587570944","1127884661","1306543484","309543286","246628461","1090861167","331551663"
"20201","A","골목상권","3110693","오류동역 4번","2571033","06","3484829312","878162121","425762798","273202906","445691988","579219010","162243047","101068529","483475343","136003570"
"20201","A","골목상권","3110694","세곡초등학교","2563952","06","10389857381","2996873256","1207059964","706310884","1478336798","1570777065","349432591","316636483","1348193054","416237286"
"20201","A","골목상권","3110695","개봉1동주민센터","2636790","06","10177318457","2987236157","1176351610","691070861","1470312624","1518633238","337795126","310262825","1280072107","405583909"
"20201","A","골목상권","3110696","오류동역 1번","2613164","06","10231387164","2693172348","1230933472","734880379","1364879599","1737280309","368952886","302580076","1365825476","432882619"
"20201","A","골목상권","3110697","개봉3동주민센터","2634779","06","5679071556","1514377029","674034235","388240960","754446387","931370605","191200411","167114254","820577063","237710612"
"20201","A","골목상권","3110698","개웅초등학교(개웅중학교)","2459863","06","12167965177","3155594747","1458443879","865096417","1609305536","2084835331","418593029","357501291","1697616827","520978120"
"20201","A","골목상권","3110699","덕의초등학교","2967187","06","6494226922","1768391531","764023833","444470394","858413282","1018988605","232095670","190831288","954036203","262976116"
"20201","A","골목상권","3110700","고척초등학교","2803742","06","9866651685","2799794124","1154872886","675135388","1368950895","1508074494","342011721","294463915","1325510328","397837934"
"20201","A","골목상권","3110701","고척동성당","3449657","07","6166809495","1648202257","728760420","419978497","796658376","977237511","222279358","178999608","941942743","252750725"
"20201","A","골목상권","3110702","개봉초등학교","3102632","07","6900157163","1841820774","822050300","479992967","914227237","1138997800","234416608","201739169","972162212","294750096"
"20201","A","골목상권","3110703","개봉역","3477804","07","11212504875","3055981965","1343598989","774682641","1494733526","1805753359","398702816","327491304","1536338630","475221645"
"20201","A","골목상권","3110704","고척중학교","2980158","06","2393321023","665881701","289132157","162456398","324179202","378962432","87700337","70456309","314645990","99906497"
"20201","A","골목상권","3110705","고산초등학교","2952841","06","2217279218","615313287","269445490","154083749","300851359","351357704","86367309","66040399","283006112","90813809"
"20201","A","골목상권","3110706","그라운드 고척","3075295","07","4823854470","1353972097","575881797","330388992","659473419","753555261","171141570","145064879","634553907","199822548"
"20201","A","골목상권","3110707","구로창업지원센터","3936331","08","8531209808","2216497752","1011726310","572991531","1065990272","1396923362","287604899","246976721","1369628153","362870808"
"20201","A","골목상권","3110708","화원어린이공원","2865889","06","4325603158","1203872979","521434275","312641952","587625902","679598477","169299487","132551895","541819840","176758351"
"20201","A","골목상권","3110709","구로119안전센터","2329094","05","5380420811","1649365554","620725902","369940280","793129150","768467441","172129663","174046839","617567714","215048268"
"20201","A","골목상권","3110710","남구로역 3번","2271664","05","13020075602","3738616947","1551108960","947836259","1824591312","2026551575","463938559","409895168","1512384568","545152254"
"20201","A","골목상권","3110711","구로초등학교","2599599","06","9804398676","2883782763","1160935206","705518351","1400753269","1463181408","354256850","311893800","1125822154","398254875"
"20201","A","골목상권","3110712","남구로역 5번","2450792","06","14194751155","3992423632","1676852199","981757816","1945965247","2245257383","479110201","436136366","1848718628","588529683"
"20201","A","골목상권","3110713","구로보건소","3159415","07","14867521262","3886397876","1808519948","1128749832","1906867904","2407778222","621336256","445614687","2052478541","609777996"
"20201","A","골목상권","3110714","구로4동주민센터","2814202","06","13438382840","3744590403","1586736585","945410931","1828869564","2109992559","479604948","409075316","1789050842","545051692"
"20201","A","골목상권","3110715","구로구민회관","2722684","06","7784225096","1927061586","940244463","634705354","946563384","1259700846","351232311","232724793","1187503108","304489251"
"20201","A","골목상권","3110716","구로나눔길","2563834","06","6426025471","1716559771","765069077","494371534","842328256","1018875802","255769782","194768023","880730520","257552706"
"20201","A","골목상권","3110717","남구로역 2번","2712168","06","17752687312","4759939771","2131782494","1292088663","2311946479","2881259260","655800142","543653963","2433034031","743182509"
"20201","A","골목상권","3110718","한국SGI본부","3350818","07","9421112734","2330135006","1163332253","735173832","1151352510","1594619048","413857814","274301640","1364780870","393559761"
"20201","A","골목상권","3110719","영서중학교","3184341","07","6500071813","1756622163","768893426","444114305","851256961","1033906702","235087104","194920947","953440350","261829855"
"20201","A","골목상권","3110720","대림역 2번","2713626","06","9907551622","2582315837","1192465191","747559201","1270446083","1615078730","400526015","294873348","1402924240","401362977"
"20201","A","골목상권","3110721","가리봉파출소","2445237","06","7398998185","1856643384","932182517","636782172","862627023","1231256692","329028353","243767600","983660239","323050205"
"20201","A","골목상권","3110722","G타워","2547272","06","8190084362","1988513403","1046021607","702637421","898318889","1367531841","370282061","274368449","1179191903","363218788"
"20201","A","골목상권","3110723","가산디지털단지역 1번 출입구","2459446","06","4216232541","1178527173","519871294","333242322","571281821","675788735","177281518","135098851","446167843","178972984"
"20201","A","골목상권","3110724","금천구립가산도서관","2663071","06","6411392714","1604350251","820733766","533007981","757820381","1073415382","287752030","209770091","840170493","284372339"
"20201","A","골목상권","3110725","가산동주민센터","2611666","06","5301736370","1334760854","663445742","446207635","641383890","896714008","238816822","166070394","688150625","226186400"
"20201","A","골목상권","3110726","금천철쭉어린이공원(금하마을)","2904262","06","1764501112","534235153","205520354","121230790","259001874","252756521","55347895","54937266","207089946","74381313"
"20201","A","골목상권","3110727","독산역 1번 출입구","2823887","06","7070633867","1794787457","866725264","519909770","859480852","1166346772","281070620","214024517","1068212041","300076574"
"20201","A","골목상권","3110728","두산초등학교","2743795","06","5219158649","1270572864","657130135","412612040","615498687","883780550","235825356","160425694","761999939","221313384"
"20201","A","골목상권","3110729","가산동우체국","2533062","06","9978626842","2530356675","1256061524","825129665","1200743193","1659074464","427754512","324347697","1316405917","438753195"
"20201","A","골목상권","3110730","서울축산농협 독산역지점(독산파출소)","2530389","06","7567388076","1949990369","922569897","561224386","943002562","1235017816","298974998","231327214","1106505517","318775317"
"20201","A","골목상권","3110731","금천구청역 1번 출입구","2740169","06","5998486492","1605546051","712247392","421174297","780157441","953321695","218598684","178252287","882901224","246287421"
"20201","A","골목상권","3110732","가산초등학교(세일중학교)","2467819","06","11175236189","2845653016","1415404782","905543764","1339636494","1858584799","474004645","366231533","1473521603","496655553"
"20201","A","골목상권","3110733","금천어울림복지센터","3022676","07","6311271477","1669713920","753013693","441291472","809622824","1013435441","232968410","187092829","943385793","260747095"
"20201","A","골목상권","3110734","금천파출소","2561284","06","2154358856","542513679","261496569","163279706","269879297","355525324","92548271","62853007","320659669","85603334"
"20201","A","골목상권","3110735","말미고개","2574425","06","11485536024","3197070550","1363051608","812418255","1570977818","1803211680","404912955","353466473","1503171579","477255106"
"20201","A","골목상권","3110736","독산119안전센터","2285848","05","8145762977","2339325211","971049918","587004827","1165076869","1260273269","299073361","254082900","934230660","335645962"
"20201","A","골목상권","3110737","금천세무서","2472209","06","8721235686","2343063282","1071795109","660980402","1143069315","1436041034","344969631","271648560","1075791574","373876779"
"20201","A","골목상권","3110738","문성초등학교","2358791","05","11065138240","3098209852","1339933224","807565500","1536321057","1767224204","418944604","342373906","1287380892","467185001"
"20201","A","골목상권","3110739","시흥3동 우편취급국","2477345","06","2756970340","738345069","334674506","203696158","374228821","447106223","114432334","81917180","349183682","113386367"
"20201","A","골목상권","3110740","금천해태공원","2599389","06","13978677916","3926832934","1644409585","979011074","1933209591","2171770701","478946494","428257081","1841258408","574982048"
"20201","A","골목상권","3110741","독산2동주민센터","2248352","05","9765691984","2790305803","1154636650","698475927","1389051325","1516749820","337135871","304177888","1169672335","405486365"
"20201","A","골목상권","3110742","KT금천빌딩(금천구시설관리공단)","3389039","07","4427965790","1203238048","530148602","309966405","592948739","704961456","163656649","131380604","607686176","183979111"
"20201","A","골목상권","3110743","시흥초등학교(시흥1동우체국)","2327510","05","11282526330","3274572852","1315070772","793027569","1627659944","1706652056","380546846","349638791","1378970625","456386875"
"20201","A","골목상권","3110744","독산동성당","2224932","05","13674974481","3914405128","1628212595","978927912","1958444333","2136749665","489346013","422999217","1576532538","569357080"
"20201","A","골목상권","3110745","독산동정훈단지","2184431","05","8059456753","2311560488","953259390","574443519","1154480214","1255905039","272092882","251060769","948375100","338279352"
"20201","A","골목상권","3110746","금천금빛공원(은행나무사거리서측)","2382707","05","5889902533","1660942392","693815153","418890140","829758352","918214800","207999316","179344511","741247775","239690094"
"20201","A","골목상권","3110747","석수역 1번 출입구","2472367","06","1472911048","381405398","184924143","112757557","197981570","249339477","70232120","43215319","172483640","60571824"
"20201","A","골목상권","3110748","백산초등학교","2334364","05","6541042547","1905317886","764341295","455096279","945211218","982310940","229184847","199754082","796906583","262919417"
"20201","A","골목상권","3110749","금산초등학교(금천고등학교)","2527503","06","5027438599","1311395428","616081499","374409166","667851290","828417162","218790589","147702963","657272188","205518314"
"20201","A","골목상권","3110750","시흥4동주민센터(서울신흥초등학교)","2349932","05","10082896188","2924503223","1175479397","697728013","1453485409","1527911260","333253998","311863535","1248397425","410273928"
"20201","A","골목상권","3110751","난곡중학교","2787035","06","11535858183","3085662531","1406670519","846337999","1548151129","1927246838","441741524","345380416","1439765104","494902123"
"20201","A","골목상권","3110752","한울중학교","2377705","05","12335217524","3496861818","1456280869","866463285","1744535077","1926161347","416540611","378280079","1535298753","514795685"
"20201","A","골목상권","3110753","시흥동 은행나무사거리","2428253","05","9277764034","2758370691","1082457757","642600035","1373395191","1381650226","325809645","285038356","1060078586","368363547"
"20201","A","골목상권","3110754","삼성산자연공원(서울금천초등학교)","2328949","05","9503570818","2714738048","1124146427","666848782","1359298925","1467447530","347903489","288889623","1152512848","381785146"
"20201","A","골목상권","3110755","동일여자고등학교","2467562","06","6482140004","1880568852","764186348","442907182","927400715","979716476","235939526","196222029","799143876","256055000"
"20201","A","골목상권","3110756","문래중학교","3628253","07","4991781507","1402500563","585700867","349164979","677032447","764596986","181952677","153040008","682350552","195442428"
"20201","A","골목상권","3110757","양평역 2번","3539864","07","4805784308","1365999955","568537306","355309633","659072585","732570533","180844761","152792509","600771061","189885965"
"20201","A","골목상권","3110758","문래소공원","3740932","07","4309474498","1223192794","501596137","302685743","584875892","646694600","154117643","133575470","595288004","167448215"
"20201","A","골목상권","3110759","문래예술촌(문래창작촌)","4131043","08","9831344764","2591435504","1171468809","704926202","1290870390","1625390188","358236444","289648566","1388788078","410580583"
"20201","A","골목상권","3110760","선유도역 6번","3847172","08","7529172400","1958120418","903691898","535442673","910496360","1193370038","262675297","230088284","1212793154","322494278"
"20201","A","골목상권","3110761","문래동남성맨션","3445184","07","2036054398","574062667","236273280","142146544","281133728","309893001","73820261","62875773","276657199","79191945"
"20201","A","골목상권","3110762","선유도역 1번","3491252","07","7544205723","1953514266","922332413","580716950","901903311","1212515138","284700738","242090442","1123285189","323147276"
"20201","A","골목상권","3110763","영등포구청역 2번","3744642","08","3584662080","938471557","431740167","270131152","451281945","586945300","135780498","109011235","510227546","151072680"
"20201","A","골목상권","3110764","문래역 3번","3800432","08","2957999412","834521320","351008733","214537065","397165077","452632460","104541985","93970896","387757300","121864576"
"20201","A","골목상권","3110765","문래동사거리","3490694","07","2751638503","747969983","329976697","207607415","365155314","443428042","102090438","87027094","353751209","114632311"
"20201","A","골목상권","3110766","대림역 5번","2679574","06","7891591362","1997416848","956163959","607690632","978341692","1311848327","322212816","235303530","1159196614","323416944"
"20201","A","골목상권","3110767","도림동주민센터","3585523","07","4485698970","1212401220","542941114","337389067","586274771","730566897","163584451","141246826","578959480","192335144"
"20201","A","골목상권","3110768","도림2동유수지내체육시설","3256859","07","6777270656","1890918397","815802591","493599949","915743476","1087223216","237385348","211602223","834696602","290298854"
"20201","A","골목상권","3110769","대림차이나타운(대림역 12번)","2732583","06","5492715570","1504838232","660917914","391380668","736496182","895796982","198812294","167435658","707096060","229941580"
"20201","A","골목상권","3110770","영등포구청역 6번","3520595","07","7457085735","2063708293","890819089","555256451","997055853","1187543693","266087322","232980524","949402394","314232116"
"20201","A","골목상권","3110771","대림역 11번","2402933","05","4198171564","1126006116","503384049","313201546","552014975","680428250","159781435","127543877","562886241","172925075"
"20201","A","골목상권","3110772","신우어린이공원","2587116","06","4648286284","1314347201","548613281","320549688","634291334","721181959","155053869","142440092","618758989","193049871"
"20201","A","골목상권","3110773","당산역 13번","3430199","07","3225787217","802347454","403972936","270956273","362444062","532875749","131323251","107321223","472648216","141898053"
"20201","A","골목상권","3110774","당산반도유보라팰리스아파트","4227420","08","7547016380","1904560298","919135713","575226638","914326671","1290259520","275362227","232878403","1104883674","330383236"
"20201","A","골목상권","3110775","대동초등학교","2293095","05","5173127966","1487206982","614386567","362419504","730141606","809659396","181100835","160703515","614916684","212592877"
"20201","A","골목상권","3110776","도신초등학교","2431392","05","8258943509","2391627402","972338267","580051852","1173235241","1251728949","289606423","255582716","1010744169","334028490"
"20201","A","골목상권","3110777","구로세무서","2839260","06","3110799744","830588247","373847203","221348744","400175035","500733556","110084405","94512464","445512313","133997777"
"20201","A","골목상권","3110778","구로디지털단지역 4번","3017219","07","10536725158","2870342589","1268723661","769436332","1393910037","1686359344","394126915","325073774","1388814675","439937831"
"20201","A","골목상권","3110779","대림갑을명가아파트","2572048","06","4001191518","1208865048","465232731","273434404","593151120","577785742","135068049","124314856","464419815","158919753"
"20201","A","골목상권","3110780","신길대성유니드아파트","2737428","06","5147622976","1546476253","595650194","357002730","755370136","752533891","171393754","162054975","602334754","204806289"
"20201","A","골목상권","3110781","대림한신아파트","2582549","06","6979755358","2049595265","817195263","481952384","1010446096","1042834659","241372362","214774716","841702081","279882532"
"20201","A","골목상권","3110782","영등포시장역 4번","3974252","08","4942993740","1343929084","618738338","392578196","650967222","822266921","203622090","158215907","534932824","217743158"
"20201","A","골목상권","3110783","영등포시장역 1번","3853950","08","6539513087","1716313247","815653853","524820691","826501805","1108078275","261592630","208578826","787090379","290883381"
"20201","A","골목상권","3110784","신대림초등학교","2570289","06","4697730515","1347790326","556536677","325100415","663941005","727267144","165225662","143561740","576087319","192220227"
"20201","A","골목상권","3110785","영등포푸르지오아파트","3320615","07","11365932747","3275657400","1342693514","804463300","1568846322","1733817712","377629140","359342465","1425894897","477587997"
"20201","A","골목상권","3110786","당산역 8번","4310703","08","5236474321","1289674452","652475450","427971248","636601684","903467789","202624804","166148785","720653188","236856921"
"20201","A","골목상권","3110787","신길3동주민센터","2955691","06","6467342645","1967499755","749856887","470485870","952407863","933589917","216243756","209328523","708118487","259811587"
"20201","A","골목상권","3110788","영등포시장역 3번","4019285","08","4452705940","1215414705","561327942","375022579","577499658","731163437","189864656","148614157","456414027","197384779"
"20201","A","골목상권","3110789","대림성모병원","3228545","07","7465184271","2042685652","892104284","530733519","1012364014","1203096678","262530185","224260252","980750839","316658848"
"20201","A","골목상권","3110790","대림1동주민센터","2578003","06","7651745662","2260593330","889085774","523273341","1106681609","1126659838","254971548","235903314","947744615","306832293"
"20201","A","골목상권","3110791","신풍역 3번","2416510","05","3327660183","989505130","385231338","228252195","484226242","491138273","110319220","103882991","402848710","132256084"
"20201","A","골목상권","3110792","영등포역 2번","2410792","05","8867465252","2564959464","1050672091","633705398","1227213340","1348916748","298759029","280882325","1087305037","375051820"
"20201","A","골목상권","3110793","대림썬프라자","2959925","06","4479234507","1266297682","527001264","306180296","622239533","689403155","152118557","134407743","597692218","183894059"
"20201","A","골목상권","3110794","영동초등학교","3765790","08","7464301578","1769564876","950090680","625789007","851227787","1283481412","324164553","239998198","1083567169","336417896"
"20201","A","골목상권","3110795","도림초등학교","2324940","05","7198742962","2149742285","840486588","525370144","1043519376","1063496661","246776542","231391460","806880358","291079548"
"20201","A","골목상권","3110796","한림대학교한강성심병원","3870311","08","4418375075","1118373638","560706140","395103353","519478395","741733362","199553875","147842954","540640243","194943115"
"20201","A","골목상권","3110797","KT대방빌딩","3693573","07","4299770783","1179936528","507531008","289688010","574296560","673663926","142376657","126489766","625186736","180601592"
"20201","A","골목상권","3110798","신풍역 2번","3555234","07","4000805735","1134005851","470408839","274095986","553445543","609630396","137832713","121312311","537879518","162194578"
"20201","A","골목상권","3110799","영등포본동주민센터","2608416","06","4385660397","1270259171","525818248","324974470","609242693","676672353","153982658","141577925","496515058","186617821"
"20201","A","골목상권","3110800","영등포동성당","2991939","07","3979197441","1057858603","502615638","339923120","507155798","660019815","175540784","130467284","430003897","175612502"
"20201","A","골목상권","3110801","신풍역 6번(신길6동공영주차장)","3925831","08","2814282066","839222667","328630282","196361760","412641329","417841657","93675817","87931431","324033569","113943554"
"20201","A","골목상권","3110802","신길동홍어거리","2474174","06","6781960269","2045899438","796066169","488083422","994804483","1006437972","225076123","217843270","726893791","280855601"
"20201","A","골목상권","3110803","신길2동우편취급국","2579295","06","8045543583","2324235609","960439815","588454361","1122074227","1248466898","274572721","256645079","927802128","342852745"
"20201","A","골목상권","3110804","신풍역 1번","3309668","07","6034429009","1702995867","718201998","428131122","832384921","933023629","218038178","186243690","768611511","246798093"
"20201","A","골목상권","3110805","신길새마을금고신길4동지점","3214854","07","4375703764","1274266786","508234868","309252652","624332049","650282010","150528383","133615538","550101142","175090336"
"20201","A","골목상권","3110806","서울시립영등포장애인복지관","3067208","07","970384602","241654223","124783834","91871303","109019723","163250325","44811943","33367153","117371348","44254750"
"20201","A","골목상권","3110807","신길역 3번","3221912","07","2804709769","701992127","353595786","251821793","317689188","469786517","124122653","94476240","367600929","123624536"
"20201","A","골목상권","3110808","신길역 1번","3113500","07","4479542888","1161732687","556738534","365443139","543043879","725244814","179108487","147446484","603026638","197758226"
"20201","A","골목상권","3110809","장훈고등학교","2555574","06","5598038545","1629075253","667423463","406534534","790614861","858849986","185770597","179134090","640129159","240506602"
"20201","A","골목상권","3110810","영신초등학교","2675172","06","10388040887","3076224028","1240016860","753949319","1485702194","1513181405","348198511","343810823","1183355847","443601900"
"20201","A","골목상권","3110811","보라매역 4번","2714301","06","4396106347","1190707304","530970268","321857640","580091113","703547251","165503932","135756147","584779719","182892973"
"20201","A","골목상권","3110812","신길6동주민센터","3188827","07","4972144874","1321290213","597352552","358962337","641487394","809450592","177587481","152075131","704003898","209935276"
"20201","A","골목상권","3110813","보라매역 6번","2784712","06","5799631490","1533862245","701872267","429445257","746321602","939290714","218371099","178782095","809003099","242683112"
"20201","A","골목상권","3110814","서울지방병무청","3485397","07","10385314478","2757625125","1249152608","749496269","1343483267","1672850568","362399469","315255461","1486930980","448120731"
"20201","A","골목상권","3110815","공군호텔","2995860","07","9966868342","2692286341","1205792476","728999965","1302348181","1548756324","348912021","319092220","1387550991","433129823"
"20201","A","골목상권","3110816","대방역 6번","3198920","07","5294398314","1378511961","652132985","405398387","659473073","829070069","204639286","173813626","762330143","229028784"
"20201","A","골목상권","3110817","대방역 4번","3086614","07","6637628557","1740807400","817952441","504799716","835881633","1039772237","252450428","217605761","938869374","289489567"
"20201","A","골목상권","3110818","신대방역 3번","3003735","07","6498111418","1798681361","783749104","490939468","848071855","1016757196","233345080","210786491","838499865","277280998"
"20201","A","골목상권","3110819","신대방역 4번","3193847","07","11291384272","3098258856","1360557004","841177918","1479564650","1790644621","396634901","359319710","1479531139","485695473"
"20201","A","골목상권","3110820","성남고등학교","3564735","07","8841196886","2262722472","1067693393","641847320","1110322479","1463046773","319815131","265176293","1333394275","377178750"
"20201","A","골목상권","3110821","보라매역 2번","2665910","06","8539003319","2188542327","1043507215","648601335","1059268228","1429580380","329329967","263593272","1213575060","363005535"
"20201","A","골목상권","3110822","신대방삼거리역 4번(대림초등학교)","2825305","06","9379144104","2319972640","1147290591","707592575","1145006893","1598405495","363388277","282553263","1416549151","398385219"
"20201","A","골목상권","3110823","신대방삼거리역 3번","3048788","07","11726102136","2906701579","1451720811","904186402","1433993208","2003042812","497632188","352882491","1682609222","493333423"
"20201","A","골목상권","3110824","대방역 3번","4238429","08","5494605626","1352687274","665653962","392201611","659343512","922120016","204995399","158457683","903730709","235415460"
"20201","A","골목상권","3110825","신대방삼거리역 1번","2649613","06","19147852900","4848452740","2334465329","1418326862","2422539712","3285959284","729290004","574398554","2721618551","812801864"
"20201","A","골목상권","3110826","장승배기역 4번","2827331","06","10924581837","2852329347","1328048317","832958595","1409190974","1818005246","417472957","337032114","1467284981","462259306"
"20201","A","골목상권","3110827","NH농협은행 상도동지점","2415708","05","9695401438","2597503771","1166072898","725795112","1275633133","1581804385","355703453","303037296","1284034916","405816474"
"20201","A","골목상권","3110828","노량진역 6번","2823703","06","11370928099","3105750895","1388478740","830077450","1524577386","1738919102","411466375","368718727","1510456117","492483307"
"20201","A","골목상권","3110829","장승배기역 5번","2728082","06","8903054091","2479371466","1075783293","673865404","1213362334","1361468953","319634401","292277442","1106763749","380527049"
"20201","A","골목상권","3110830","상도초등학교","2601270","06","11949427268","3086662309","1436539023","873553451","1525555444","2001192902","433152926","362138045","1728244498","502388670"
"20201","A","골목상권","3110831","상도4동주민센터","3317038","07","9184459724","2317339591","1109711093","673946660","1156161455","1564127947","341698510","272931886","1361038303","387504279"
"20201","A","골목상권","3110832","노량진초등학교","2647404","06","8859273184","2385611054","1099892281","638801993","1188591077","1292762724","322816891","299836679","1235125830","395834655"
"20201","A","골목상권","3110833","상도역 2번","4208515","08","8504686915","2117256486","1032718473","628969860","1046996660","1417149929","313179547","262120718","1321277755","365017487"
"20201","A","골목상권","3110834","동작구자원봉사센터","3491961","07","9226478081","2316950281","1157279520","678060245","1150987129","1482941249","362021964","291201320","1373619313","413417060"
"20201","A","골목상권","3110835","상도역 1번","3286331","07","7911791079","1945456744","980171750","604377155","964240413","1312154303","307337795","250349299","1201342667","346360953"
"20201","A","골목상권","3110836","상도역 5번","3417210","07","13799843727","3310994202","1736574720","1063007587","1669086464","2326480104","556888643","434594955","2086656070","615560982"
"20201","A","골목상권","3110837","숭실대입구역 1번","4041844","08","17048395905","4168862232","2100589672","1249543616","2072454944","2847153346","639650651","524739054","2697973691","747428699"
"20201","A","골목상권","3110838","상도1동주민센터앞","4820917","08","4836013282","1142022573","599631866","381561014","569038776","853886047","190491540","147222778","739471566","212687122"
"20201","A","골목상권","3110839","숭실대입구역 4번","3438905","07","7527375818","1859079430","946180294","543681371","921389567","1186861486","287474091","243841386","1201203460","337664733"
"20201","A","골목상권","3110840","중앙대학교","4121487","08","4226368443","1072511641","549562268","310189052","536163215","613833989","171718647","149304681","625599688","197485262"
"20201","A","골목상권","3110841","중대부중","4178510","08","5851162392","1574415049","706621228","441053186","768401547","954322612","212000391","184008286","761866289","248473804"
"20201","A","골목상권","3110842","흑리단길","4284111","08","4449246223","1173098649","542403842","343321577","589943298","753276533","164375769","136927582","552165040","193733933"
"20201","A","골목상권","3110843","사당5동주민센터","2970399","06","4487994310","1139587329","551393023","337666201","556817954","749813150","184653313","135793318","644291754","187978268"
"20201","A","골목상권","3110844","흑석2치안센터","4353332","08","4049322220","1046201471","490295922","303179519","539958435","710850749","141810711","119561902","518545963","178917548"
"20201","A","골목상권","3110845","사당종합체육관","4318632","08","5092289596","1312163902","620005472","374794876","664765952","883396100","182995008","149553838","680271656","224342792"
"20201","A","골목상권","3110846","남성역 1번","2874235","06","15340583946","3990326325","1853857865","1128587243","1947348506","2555983443","570617745","469444275","2179200581","645217963"
"20201","A","골목상권","3110847","예술인마을","2922526","06","12608115200","3207994396","1555850616","969005962","1562315825","2153555530","494934613","392399003","1727629445","544429810"
"20201","A","골목상권","3110848","양지어린이공원","2740342","06","13123682335","3567441982","1587498915","998845043","1695084543","2134800422","456979601","429478621","1687787378","565765830"
"20201","A","골목상권","3110849","이수역 10번","3608366","07","10181288050","2758820085","1222178307","753487892","1339506840","1664270717","352421051","321296038","1334073013","435234107"
"20201","A","골목상권","3110850","사당역 10번","2846327","06","14976608373","3966810377","1846675964","1177331548","1879629648","2479112070","552195082","495960278","1918937254","659956152"
"20201","A","골목상권","3110851","경문고등학교(동작동성당)","3803352","08","9404162545","2514613895","1121737120","675593385","1238271216","1541687357","321552960","286098162","1304264796","400343654"
"20201","A","골목상권","3110852","이수역 9번","3580681","07","5214767999","1449344556","633618876","405769642","683895440","831804898","182713002","174852002","626351157","226418426"
"20201","A","골목상권","3110853","KT구로지사","2551191","06","8298400136","2093301250","1046870589","673300635","986265341","1392621725","359514319","268120024","1116042368","362363885"
"20201","A","골목상권","3110854","조원동주민센터","2506047","06","7340865503","1969454167","903631808","555845087","962023270","1214081118","296373196","228214320","899207936","312034601"
"20201","A","골목상권","3110855","신대방역 2번","2514354","06","11744123004","3178757412","1433831792","896280357","1513544757","1899939990","436051090","378718529","1500529614","506469463"
"20201","A","골목상권","3110856","미성초등학교","2807925","06","10059412012","2663209552","1225151020","740374612","1309050914","1660159741","379302899","307829094","1344450298","429883882"
